Latitude,Longitude,Timestamp,temp,name
59.95911,19.95374,2023-12-29 02:00:00,1.0,Lemland Nyhamn
59.95911,19.95374,2023-12-29 03:00:00,0.5,Lemland Nyhamn
59.95911,19.95374,2023-12-29 04:00:00,0.5,Lemland Nyhamn
59.95911,19.95374,2023-12-29 05:00:00,1.2,Lemland Nyhamn
59.95911,19.95374,2023-12-29 06:00:00,1.6,Lemland Nyhamn
59.95911,19.95374,2023-12-29 07:00:00,2.5,Lemland Nyhamn
59.95911,19.95374,2023-12-29 08:00:00,2.7,Lemland Nyhamn
59.95911,19.95374,2023-12-29 09:00:00,2.5,Lemland Nyhamn
59.95911,19.95374,2023-12-29 10:00:00,2.9,Lemland Nyhamn
59.95911,19.95374,2023-12-29 11:00:00,3.4,Lemland Nyhamn
59.95911,19.95374,2023-12-29 12:00:00,2.6,Lemland Nyhamn
59.95911,19.95374,2023-12-29 13:00:00,2.2,Lemland Nyhamn
59.95911,19.95374,2023-12-29 14:00:00,1.9,Lemland Nyhamn
59.95911,19.95374,2023-12-29 15:00:00,1.7,Lemland Nyhamn
59.95911,19.95374,2023-12-29 16:00:00,1.5,Lemland Nyhamn
59.95911,19.95374,2023-12-29 17:00:00,1.2,Lemland Nyhamn
59.95911,19.95374,2023-12-29 18:00:00,1.1,Lemland Nyhamn
59.95911,19.95374,2023-12-29 19:00:00,1.0,Lemland Nyhamn
59.95911,19.95374,2023-12-29 20:00:00,1.0,Lemland Nyhamn
59.95911,19.95374,2023-12-29 21:00:00,1.0,Lemland Nyhamn
59.95911,19.95374,2023-12-29 22:00:00,0.8,Lemland Nyhamn
59.95911,19.95374,2023-12-29 23:00:00,0.7,Lemland Nyhamn
59.95911,19.95374,2023-12-30 00:00:00,0.9,Lemland Nyhamn
59.95911,19.95374,2023-12-30 01:00:00,0.8,Lemland Nyhamn
59.95911,19.95374,2023-12-30 02:00:00,0.7,Lemland Nyhamn
59.95911,19.95374,2023-12-30 03:00:00,0.3,Lemland Nyhamn
59.95911,19.95374,2023-12-30 04:00:00,0.2,Lemland Nyhamn
59.95911,19.95374,2023-12-30 05:00:00,-0.2,Lemland Nyhamn
59.95911,19.95374,2023-12-30 06:00:00,-0.2,Lemland Nyhamn
59.95911,19.95374,2023-12-30 07:00:00,-0.5,Lemland Nyhamn
59.95911,19.95374,2023-12-30 08:00:00,-0.6,Lemland Nyhamn
59.95911,19.95374,2023-12-30 09:00:00,-0.7,Lemland Nyhamn
59.95911,19.95374,2023-12-30 10:00:00,-0.9,Lemland Nyhamn
59.95911,19.95374,2023-12-30 11:00:00,-0.9,Lemland Nyhamn
59.95911,19.95374,2023-12-30 12:00:00,-1.0,Lemland Nyhamn
59.95911,19.95374,2023-12-30 13:00:00,-1.0,Lemland Nyhamn
59.95911,19.95374,2023-12-30 14:00:00,-1.3,Lemland Nyhamn
59.95911,19.95374,2023-12-30 15:00:00,-1.5,Lemland Nyhamn
